id,Lisboa,Result,Log,Order,comissao_coordenadora,grupo_contacto,Apoio_Contacto,Apoio_Coordenadora,Age,Internet,Previous.party,Female
1,NA,NA,NA,NA,1,0,1,5,NA,NA,NA,NA
2,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
3,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
4,NA,NA,NA,NA,0,0,4,2,NA,NA,NA,NA
5,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
6,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
7,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
9,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
10,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
11,1,10.53,2.3542283261,3,0,0,1,2,40,1,0,1
12,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
13,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
14,1,0.17,-1.7719568419,3,0,0,2,1,34,1,0,0
15,1,1.8,0.5877866649,2,0,0,0,0,57,1,0,0
16,1,2.14,0.760805829,2,0,0,0,0,67,1,0,0
17,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
18,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
19,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
20,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
21,1,15.37,2.7324175576,2,0,0,3,2,29,1,1,1
22,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
23,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
24,1,2.56,0.9400072585,2,0,0,2,3,42,0,1,1
25,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
26,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
27,1,464.24,6.1404016599,1,1,0,1,3,40,1,1,1
28,NA,NA,NA,NA,0,0,4,2,NA,NA,NA,NA
29,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
30,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA
31,1,14.83,2.6966521561,1,0,0,0,2,53,0,0,1
32,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
33,NA,NA,NA,NA,0,0,4,3,NA,NA,NA,NA
34,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
35,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
36,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
37,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
38,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
39,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
40,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
41,1,5.22,1.6524974019,1,0,0,3,0,57,0,1,1
42,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
43,1,8.18,2.1016921506,2,0,0,2,7,66,1,0,1
44,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
45,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
46,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
47,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
48,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
49,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
50,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
51,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
52,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
53,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
54,NA,NA,NA,NA,0,0,4,1,NA,NA,NA,NA
55,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
56,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
57,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
58,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
59,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
60,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
61,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
62,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA
63,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
64,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
65,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
66,1,56.13,4.027670429,1,1,1,3,2,43,1,1,0
67,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
68,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
69,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
70,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
71,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
72,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
73,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
74,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
75,1,38.91,3.661251287,1,0,0,1,3,51,1,0,0
76,1,58.24,4.0645724039,1,0,0,1,6,54,1,0,0
77,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
78,1,12.29,2.5087859236,1,0,0,4,2,44,1,0,0
79,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
80,1,25.29,3.2304090607,3,0,0,5,1,30,1,0,0
81,1,1.73,0.5481214085,2,0,0,1,1,23,0,0,1
82,1,2.39,0.8712933659,1,0,0,1,1,0,0,0,1
83,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
84,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA
85,1,0.27,-1.30933332,2,0,0,0,1,52,1,0,0
86,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
87,1,24.03,3.1793030497,1,0,0,0,1,65,0,1,0
88,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
89,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
90,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
91,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
92,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
94,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
95,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
96,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
97,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
98,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
99,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
100,NA,NA,NA,NA,0,0,4,1,NA,NA,NA,NA
101,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
102,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
103,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
104,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
105,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
106,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
107,1,0.86,-0.1508228897,2,0,0,1,0,27,0,0,0
108,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
109,NA,NA,NA,NA,0,0,0,3,NA,NA,NA,NA
110,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
111,NA,NA,NA,NA,0,0,4,0,NA,NA,NA,NA
112,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
113,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
114,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
115,1,8.61,2.1529243184,1,0,0,0,2,39,1,1,0
116,1,4.21,1.4374626477,2,0,0,2,0,37,1,0,0
117,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
118,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
119,1,42.84,3.7574722456,1,0,0,3,4,37,1,1,0
120,1,12.67,2.5392369943,1,0,0,1,2,44,1,0,0
121,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
122,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
123,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
124,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
125,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
126,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
127,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
128,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
129,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
130,1,8.22,2.1065702091,2,0,0,1,0,33,0,0,1
131,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
132,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
133,1,0.56,-0.5798184953,2,0,0,0,0,55,0,0,0
134,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
135,1,9.08,2.2060741926,1,0,0,0,1,55,0,0,0
136,1,42.13,3.740760076,1,0,0,5,1,36,1,0,0
137,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
138,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
139,1,2.87,1.0543120298,1,0,0,0,0,65,1,0,0
140,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
141,1,6.82,1.9198594719,1,0,0,0,1,44,0,0,0
142,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
143,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
144,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
145,1,0.7,-0.3566749439,2,0,0,0,1,48,0,1,0
146,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
147,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
148,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
149,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
150,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
151,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
152,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
153,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
154,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
155,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
156,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
157,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA
158,1,5.67,1.7351891177,2,0,0,5,0,25,1,0,1
159,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
160,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
161,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
162,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
163,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
164,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
165,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
166,1,5.13,1.6351056592,1,0,0,1,0,32,0,0,1
167,1,6.18,1.8213182715,2,0,0,2,0,37,1,0,1
168,1,8.23,2.1077860147,1,0,0,0,0,35,0,0,1
169,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
170,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
171,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
172,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA
173,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
174,1,3.52,1.2584609896,1,0,0,3,0,39,1,0,0
175,1,13.79,2.6239436918,1,0,0,0,3,44,0,1,0
176,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA
177,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
178,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
179,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
180,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
181,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
182,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
183,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
184,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
185,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
186,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
187,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
188,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
189,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
190,1,0.4,-0.9162907319,1,0,0,0,0,45,0,0,1
191,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
192,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
193,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
194,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
195,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
196,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
197,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
198,1,13.32,2.5892666651,1,0,0,1,0,37,1,1,0
199,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
200,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA
201,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA
202,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
203,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
204,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
205,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
206,1,32.31,3.4753767798,1,0,0,1,2,39,1,0,0
207,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
208,1,10.01,2.3035845933,1,0,0,5,1,41,0,0,1
209,NA,NA,NA,NA,0,1,3,2,NA,NA,NA,NA
210,NA,NA,NA,NA,0,0,4,1,NA,NA,NA,NA
211,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
212,1,8.93,2.1894163949,1,0,0,0,1,27,1,0,0
213,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
214,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
215,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
216,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
217,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
218,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
219,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
220,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
221,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
222,1,13.61,2.6108048167,1,0,0,3,0,32,1,1,0
223,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
224,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
225,NA,NA,NA,NA,0,1,4,3,NA,NA,NA,NA
226,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
227,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
228,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
229,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
230,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
231,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA
232,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
233,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
234,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
235,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
236,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
237,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA
238,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
239,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
240,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
241,1,11.35,2.4292177439,2,0,0,0,5,44,0,0,1
242,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
243,1,4.8,1.5686159179,2,0,0,0,1,42,1,0,1
244,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
245,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
246,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
247,1,25.32,3.2315945973,1,0,0,2,1,47,1,1,1
248,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
249,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
250,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
251,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
252,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
253,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
254,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
255,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
256,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
257,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA
258,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
259,1,18.86,2.9370432772,1,0,0,1,5,62,0,1,0
260,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
261,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
262,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
263,1,0.74,-0.3011050928,2,0,0,2,1,41,1,0,1
264,1,11.31,2.4256872901,1,0,0,0,1,44,0,0,1
265,1,41.29,3.7206203399,1,1,0,1,8,43,1,1,1
266,NA,NA,NA,NA,0,0,1,2,NA,NA,NA,NA
267,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
268,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
269,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
270,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
271,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
272,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
273,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
274,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
275,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
276,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
277,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA
278,1,2.36,0.858661619,2,0,0,0,5,26,1,0,0
279,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
280,1,8.48,2.1377104498,1,0,0,0,2,42,0,1,0
281,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
282,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
283,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
284,NA,NA,NA,NA,0,0,3,0,NA,NA,NA,NA
285,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
286,1,24.06,3.1805507105,1,0,0,2,2,65,0,0,0
287,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
288,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
289,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
290,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
291,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
292,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
293,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
294,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
295,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA
296,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
297,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
298,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
299,1,24.09,3.1817968166,1,0,0,5,0,31,1,0,1
300,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
301,1,1.49,0.39877612,1,0,0,0,0,48,1,0,1
302,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
303,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA
304,1,3.01,1.1019400788,1,0,0,0,0,49,1,0,0
305,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
306,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
307,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
308,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
309,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
310,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
311,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
312,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
313,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
314,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
315,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
316,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA
